frame,filename,utc_iso,hour_utc,age_days,phase_percent
1219,moon_f1219_age026.85_h18.jpg,2020-02-20T18:00:00+00:00,18,26.846,7.86
1221,moon_f1221_age026.93_h20.jpg,2020-02-20T20:00:00+00:00,20,26.929,7.42
1223,moon_f1223_age027.01_h22.jpg,2020-02-20T22:00:00+00:00,22,27.012,7
1225,moon_f1225_age027.10_h00.jpg,2020-02-21T00:00:00+00:00,00,27.096,6.59
1227,moon_f1227_age027.18_h02.jpg,2020-02-21T02:00:00+00:00,02,27.179,6.18
1229,moon_f1229_age027.26_h04.jpg,2020-02-21T04:00:00+00:00,04,27.262,5.8
1231,moon_f1231_age027.35_h06.jpg,2020-02-21T06:00:00+00:00,06,27.346,5.42
1233,moon_f1233_age027.43_h08.jpg,2020-02-21T08:00:00+00:00,08,27.429,5.06
1235,moon_f1235_age027.51_h10.jpg,2020-02-21T10:00:00+00:00,10,27.512,4.71
1237,moon_f1237_age027.60_h12.jpg,2020-02-21T12:00:00+00:00,12,27.596,4.37
1239,moon_f1239_age027.68_h14.jpg,2020-02-21T14:00:00+00:00,14,27.679,4.05
1241,moon_f1241_age027.76_h16.jpg,2020-02-21T16:00:00+00:00,16,27.762,3.73
1243,moon_f1243_age027.85_h18.jpg,2020-02-21T18:00:00+00:00,18,27.846,3.43
1245,moon_f1245_age027.93_h20.jpg,2020-02-21T20:00:00+00:00,20,27.929,3.15
1247,moon_f1247_age028.01_h22.jpg,2020-02-21T22:00:00+00:00,22,28.012,2.88
1249,moon_f1249_age028.10_h00.jpg,2020-02-22T00:00:00+00:00,00,28.096,2.61
1251,moon_f1251_age028.18_h02.jpg,2020-02-22T02:00:00+00:00,02,28.179,2.37
1253,moon_f1253_age028.26_h04.jpg,2020-02-22T04:00:00+00:00,04,28.262,2.13
1255,moon_f1255_age028.35_h06.jpg,2020-02-22T06:00:00+00:00,06,28.346,1.91
1257,moon_f1257_age028.43_h08.jpg,2020-02-22T08:00:00+00:00,08,28.429,1.7
1259,moon_f1259_age028.51_h10.jpg,2020-02-22T10:00:00+00:00,10,28.512,1.51
1261,moon_f1261_age028.60_h12.jpg,2020-02-22T12:00:00+00:00,12,28.596,1.33
1263,moon_f1263_age028.68_h14.jpg,2020-02-22T14:00:00+00:00,14,28.679,1.16
1265,moon_f1265_age028.76_h16.jpg,2020-02-22T16:00:00+00:00,16,28.762,1
1267,moon_f1267_age028.85_h18.jpg,2020-02-22T18:00:00+00:00,18,28.846,0.86
1269,moon_f1269_age028.93_h20.jpg,2020-02-22T20:00:00+00:00,20,28.929,0.73
1271,moon_f1271_age029.01_h22.jpg,2020-02-22T22:00:00+00:00,22,29.012,0.61
1273,moon_f1273_age029.10_h00.jpg,2020-02-23T00:00:00+00:00,00,29.096,0.51
1275,moon_f1275_age029.18_h02.jpg,2020-02-23T02:00:00+00:00,02,29.179,0.41
1277,moon_f1277_age029.26_h04.jpg,2020-02-23T04:00:00+00:00,04,29.262,0.34
1279,moon_f1279_age029.35_h06.jpg,2020-02-23T06:00:00+00:00,06,29.346,0.27
1281,moon_f1281_age029.43_h08.jpg,2020-02-23T08:00:00+00:00,08,29.429,0.22
1283,moon_f1283_age029.51_h10.jpg,2020-02-23T10:00:00+00:00,10,29.512,0.18
1285,moon_f1285_age029.60_h12.jpg,2020-02-23T12:00:00+00:00,12,29.596,0.15
1287,moon_f1287_age029.68_h14.jpg,2020-02-23T14:00:00+00:00,14,29.679,0.14
